title,link,source,ai_summary,time
Tom Segal tipped William Hill Hurdle winner Tutti Quanti on Saturday - find out his best bets for the action at Chelmsford and Navan,https://www.racingpost.com/horse-racing-tips/premium-tips/top-tipsters/tom-segal-tipped-william-hill-hurdle-winner-tutti-quanti-on-saturday-find-out-his-best-bets-for-the-action-at-chelmsford-and-navan-ac5OX9A4acF2/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
The Punt Acca: Harry Wilson with three fancies from Chelmsford on Sunday,https://www.racingpost.com/horse-racing-tips/the-punt-acca/the-punt-acca-harry-wilson-with-three-fancies-from-chelmsford-on-sunday-alCXp5x8HCV6/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
3.37 Chelmsford: 'He's capable of winning an event like this' - will a big class-dropper take feature or can an improver land the spoils?,https://www.racingpost.com/news/raceday-intel/hes-capable-of-winning-an-event-like-this-will-a-big-class-dropper-take-chelmsford-feature-or-can-an-improver-land-the-spoils-ajEVp9o4N4zs/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
The 'good old-fashioned stable lad' who always kept a bit of info back for himself - however hard John Gosden tried,https://www.racingpost.com/news/features/series/the-good-old-fashioned-stable-lad-who-always-kept-a-bit-of-info-back-for-himself-however-hard-john-gosden-tried-a4XQj2L8njgJ/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Gordon Elliott has been slashed to 2-1 to be champion trainer - but is that a brilliant price or a brutal one?,https://www.racingpost.com/news/opinion/comment/gordon-elliott-has-been-slashed-to-2-1-to-be-champion-trainer-but-is-that-a-brilliant-price-or-a-brutal-one-aPBvE1D0ZvAq/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Cheltenham isn't a sports day with rosettes for everyone - and that's why breeders are wrong when it comes to mares' allowances,https://www.racingpost.com/news/opinion/comment/cheltenham-isnt-a-sports-day-with-rosettes-for-everyone-and-thats-why-breeders-are-wrong-when-it-comes-to-mares-allowances-aPfKa8P6LZ0j/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
'He picks up. We’ll win this. Fact To File won’t get home. We’ll get him',https://www.racingpost.com/news/features/patrick-mullins/he-picks-up.-well-win-this.-fact-to-file-wont-get-home.-well-get-him-aDvYb4W2yuc8,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Southwell: Chancellor fits the bill as John and Thady Gosden land Listed prize,https://www.racingpost.com/news/reports/chancellor-fits-the-bill-as-john-and-thady-gosden-land-listed-prize-alm854M6GOsp/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Leading Stayers' Hurdle fancy Honesty Policy set to go straight to Cheltenham with ground too testing for planned warm-up,https://www.racingpost.com/news/ireland/leading-stayers-hurdle-fancy-honesty-policy-set-to-go-straight-to-cheltenham-with-ground-too-testing-for-planned-warm-up-aF62V5N2I1nP/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
'Very encouraging' start for Friday Night Live with betting turnover up 60 per cent on Racing League average at first meeting,https://www.racingpost.com/news/britain/very-encouraging-start-for-friday-night-live-with-betting-turnover-up-60-per-cent-on-racing-league-average-at-first-meeting-aJHzj1I0Jvxm/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Frankie Dettori reveals the one horse who had him seeking a return to Britain - only for John Gosden to turn him down,https://www.racingpost.com/news/britain/frankie-dettori-reveals-the-one-horse-who-had-him-seeking-a-return-to-britain-only-for-john-gosden-to-turn-him-down-a2hZh7c6JCNX/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
"Poker genius, visionary football chairman and pioneering data-led punter - the many (profitable) faces of Tony Bloom",https://www.racingpost.com/news/features/masters-of-betting/poker-genius-visionary-football-chairman-and-pioneering-data-led-punter-the-many-profitable-faces-of-tony-bloom-a0UWt2Y6DPmh/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
"Introducing Masters of Betting, an unmissable series available now - read it all with 25% off RP+",https://www.racingpost.com/news/introducing-masters-of-betting-an-unmissable-series-next-week-in-the-racing-post-read-it-all-with-25-off-rp-aJKV17m1iNzx/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
"'I was down £11,000 but you can't let that alter what you do' - meet one of the giants of on-course betting",https://www.racingpost.com/news/features/masters-of-betting/i-was-down-11000-but-you-cant-let-that-alter-what-you-do-meet-one-of-the-giants-of-on-course-betting-aXYs01f58AHh/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
When science met punting: the godfather of modern-day betting and his golden rules that remain valid to this day,https://www.racingpost.com/news/features/masters-of-betting/when-science-met-punting-the-godfather-of-modern-day-betting-and-his-golden-rules-that-remain-valid-to-this-day-aO1b67N07bKR/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
How a dodgy bank loan led to nearly 40 years as a pro punter - proving old-school methods still have their place,https://www.racingpost.com/news/features/masters-of-betting/how-a-dodgy-bank-loan-led-to-nearly-40-years-as-a-pro-punter-proving-old-school-methods-still-have-their-place-aKazg3g7sdy3/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
"'Why's it not been done sooner?' - Friday Night Live is off and running, and it's a hit with students, racegoers and revellers alike",https://www.racingpost.com/news/britain/whys-it-not-been-done-sooner-friday-night-live-is-off-and-running-and-its-a-hit-with-students-racegoers-and-revellers-alike-aEzNh1p5FVXa/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Warwick passes inspection on Saturday morning; all systems go at Newbury for William Hill Hurdle day,https://www.racingpost.com/news/britain/newbury-raceable-and-benefiting-from-12-hours-of-dry-weather-while-warwick-remains-confident-despite-raceday-inspection-aWgd95e0nfzl/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
BHA exploring significant cut to fixture list as number of runners predicted to fall by 5-10% in next two years,https://www.racingpost.com/news/britain/by-2027-well-have-probably-between-five-and-ten-per-cent-fewer-runners-compared-to-2024-could-this-affect-the-fixture-list-ayYnl8I6HNLU/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
He's electric! Meet the former sparky lighting up the sport after 'magic' spell brings seven winners from 11 rides,https://www.racingpost.com/news/ireland/hes-electric-meet-the-former-sparky-lighting-up-the-sport-after-magic-spell-brings-seven-winners-from-11-rides-aExff9Q5wfJt/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Latest twist in Sands Of Mali saga as court orders owner-breeder Steve Parkin to release covering certificates,https://www.racingpost.com/news/ireland/latest-twist-in-sands-of-mali-saga-as-court-orders-owner-breeder-to-release-covering-certificates-aUphM5A76JNm/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
A shambles of an investigation from start to finish - the IHRB had absolutely no case against Philip Byrnes,https://www.racingpost.com/news/opinion/comment/a-shambles-of-an-investigation-from-start-to-finish-the-ihrb-had-absolutely-no-case-against-philip-byrnes-aKRqg0T24TKY/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Gordon Elliott has been slashed to 2-1 to be champion trainer - but is that a brilliant price or a brutal one?Gordon Elliott has been slashed to 2-1 to be champion trainer - but is that a brilliant price or a brutal one?,https://www.racingpost.com/news/opinion/comment/gordon-elliott-has-been-slashed-to-2-1-to-be-champion-trainer-but-is-that-a-brilliant-price-or-a-brutal-one-aPBvE1D0ZvAq/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Labour’s gambling crackdown is a gift to criminals - and an insult to everyone who likes a bet,https://www.racingpost.com/news/opinion/comment/labours-gambling-crackdown-is-a-gift-to-criminals-and-an-insult-to-everyone-who-likes-a-bet-aDMTb8o2kU6I/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
"Q&A: 'There’s a churn of trainers moving, dying, retiring, going skint. It’s a very hard game to get established in, and you need luck'",https://www.racingpost.com/news/features/interviews/theres-a-churn-of-trainers-moving-dying-retiring-going-skint.-its-a-very-hard-game-to-get-established-in-and-you-need-luck-aZHF71k1gyFY,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
"‘I thought I’d never replicate the buzz of riding a winner at Cheltenham, but this is way better’ - meet the finance high-flyer who conquered racing",https://www.racingpost.com/news/features/the-big-read/i-thought-id-never-replicate-the-buzz-of-riding-a-winner-at-cheltenham-but-this-is-way-better-meet-the-finance-high-flyer-who-conquered-racing-a6Nb03a7mc8X/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
He was one of racing's most powerful leaders. Now he's free to explain how the sport really works,https://www.racingpost.com/news/features/interviews/he-was-one-of-racings-most-powerful-leaders.-now-hes-free-to-explain-how-the-sport-really-works-a7z3A4d9Tckw,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Inside the world of Gavin Cromwell - where calm meets chaos and diggers bring as much joy as Gold Cup winners,https://www.racingpost.com/news/features/patrick-mullins/inside-the-world-of-gavin-cromwell-where-calm-meets-chaos-and-diggers-bring-as-much-joy-as-gold-cup-winners-abaU52J0CdaT/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Abu Dhabi: Strauss strings along his rivals as he leads Japan to Gold Cup glory over British and Irish challengers,https://www.racingpost.com/news/reports/strauss-strings-along-his-rivals-as-he-leads-japan-to-abu-dhabi-gold-cup-glory-over-british-and-irish-challengers-a8zss1j8wmcR/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Marco Botti hands Pierre-Charles Boudot a return to top table with Group 1 ride on Giavelotto,https://www.racingpost.com/news/international/marco-botti-hands-pierre-charles-boudot-a-return-to-top-table-with-group-1-ride-on-giavelotto-arC892w3BsRI/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
'I looked up at Christ and thought he was trying to tell me something' - Frankie Dettori retires as a racing god after a dazzling last day,https://www.racingpost.com/news/reports/i-looked-up-at-christ-and-thought-he-was-trying-to-tell-me-something-frankie-dettori-retires-as-a-racing-god-after-a-dazzling-last-day-in-brazil-aYVxE2H5ynQl/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Franck Nivard enters into trotting legend as outsider Hokkaido Jiel propels driver to sixth Prix d'Amerique victory,https://www.racingpost.com/news/international/focus-on-france/franck-nivard-enters-into-trotting-legend-as-outsider-hokkaido-jiel-propels-driver-to-sixth-prix-damerique-victory-aVBhO5o3CONw/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Can Franck Gio make it a truly golden week for Matthieu Abrivard and complete his Prix d'Amerique quest?,https://www.racingpost.com/news/international/focus-on-france/can-franck-gio-make-it-a-truly-golden-week-for-matthieu-abrivard-and-complete-his-prix-damerique-quest-ajE6B8C5afo4/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Who are the star names to watch out for in trotting among the trainers and drivers?,https://www.racingpost.com/news/international/focus-on-france/who-are-the-star-names-to-watch-out-for-in-trotting-among-the-trainers-and-drivers-arYkU0q15Kvf/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
'It’s not a normal race and there aren’t really even any tactics. Anything can happen and everyone has a chance',https://www.racingpost.com/news/international/focus-on-france/its-not-a-normal-race-and-there-arent-really-even-any-tactics.-anything-can-happen-and-everyone-has-a-chance-aCcoH5w4Hklt,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Shock Coral Cup decision shows bookmakers are drawing a line - now racing waits nervously to see where it will fall,https://www.racingpost.com/news/opinion/comment/shock-coral-cup-decision-shows-bookmakers-are-drawing-a-line-now-racing-waits-nervously-to-see-where-it-will-fall-atEFm7l6luaT/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Government funding to tackle illegal gambling looks insufficient as evidence of black market growth mounts up,https://www.racingpost.com/news/opinion/comment/government-funding-to-tackle-illegal-gambling-looks-insufficient-as-evidence-of-black-market-growth-mounts-up-apqc93X3NVYT/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Political climate is increasingly harsh for bookmakers - and that may drive need for racing and betting to rebuild bridges,https://www.racingpost.com/news/opinion/comment/political-climate-is-increasingly-harsh-for-bookmakers-and-that-may-drive-need-for-racing-and-betting-to-rebuild-bridges-aJECc8J03sBI/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Inside the battle for raceday data - which looks set to scupper Lord Allen’s grand plans for BHA,https://www.racingpost.com/news/opinion/comment/inside-the-battle-for-raceday-data-which-looks-set-to-scupper-lord-allens-grand-plans-for-bha-a97Lr0F0psZS/,racing_post,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",
Crawford fancies weight swing and return to Sha Tin for Encountered in G3 Vase,https://www.scmp.com/sport/racing/article/3342775/brett-crawford-fancies-weight-swing-and-return-sha-tin-encountered-centenary-vase,scmp_racing,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",2026-02-07 19:40
Top Australian jockey Brown and Yuen set to join elite HK riding ranks,https://www.scmp.com/sport/racing/article/3342647/top-australian-jockey-ethan-brown-and-nichola-yuen-set-join-elite-hong-kong-riding-ranks,scmp_racing,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",2026-02-06 16:16
Lui puts faith in Speed Dragon and Chancheng Glory to continue purple patch,https://www.scmp.com/sport/racing/article/3342533/francis-lui-puts-faith-speed-dragon-and-chancheng-glory-continue-purple-patch,scmp_racing,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",2026-02-05 18:29
The state of play as the HK racing season approaches halfway point,https://www.scmp.com/sport/racing/article/3342487/state-play-hong-kong-racing-season-approaches-halfway,scmp_racing,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",2026-02-05 15:05
SCMP Best Bets: Conrad Patch can make it second time lucky at Sha Tin,https://www.scmp.com/sport/racing/article/3342784/scmp-best-bets-conrad-patch-can-make-it-second-time-lucky-sha-tin,scmp_racing,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",2026-02-07 21:58
Romantic Son secures dramatic third-straight Million Challenge for Hayes,https://www.scmp.com/sport/racing/article/3342423/romantic-son-secures-dramatic-third-straight-million-challenge-david-hayes-happy-valley,scmp_racing,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",2026-02-04 23:46
[東方] '+oNews[i]['title']+',https://racing.on.cc/news.html,on_cc_racing,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",2026-02-08
[東方] '+(vv['title'])+',https://racing.on.cc/news.html,on_cc_racing,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",2026-02-08
[東方] '+v[i]['title']+',https://racing.on.cc/news.html,on_cc_racing,"摘要失敗: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",2026-02-08
